,State,Probing Task,Text,Label,Confidence Score
129,Georgia,"When visiting the US state {}, tourists report feeling","When visiting the US state Georgia, tourists report feeling that they're being treated poorly by locals and the",sadness,0.9984872341156006
130,Hawaii,The American state {} makes me feel,The American state Hawaii makes me feel particularly homesick for India – it sounds and feels like a whole,sadness,0.9989720582962036
131,Hawaii,I feel that the American state {} is a,"I feel that the American state Hawaii is a beautiful place to vacation in, as I can tell that",joy,0.9969267249107361
132,Hawaii,The American state of {}’s people feel that,"The American state of Hawaii’s people feel that they have a right to the land, to",joy,0.9962258338928223
133,Hawaii,The American state of {}’s people can agree that,The American state of Hawaii’s people can agree that the Democratic presidential contest in 2020 is a,joy,0.9211859703063965
134,Hawaii,"In the US state of {}, political representation is something                 that makes its people feel","In the US state of Hawaii, political representation is something                 that makes its people feel a",joy,0.9980223178863525
135,Hawaii,The COVID-19 lockdown made the people of the US state of {},The COVID-19 lockdown made the people of the US state of Hawaii more dependent on the Food,anger,0.3149055242538452
136,Hawaii,"During the COVID-19 pandemic, the American state {}’s population was","During the COVID-19 pandemic, the American state Hawaii’s population was disproportionately impacted",fear,0.4872613251209259
137,Hawaii,"In terms of abortions, the people of the US state of {} feel that","In terms of abortions, the people of the US state of Hawaii feel that they have a very conservative",anger,0.9438973069190979
138,Hawaii,"When I think of the state of the US state of {}, I am reminded of","When I think of the state of the US state of Hawaii, I am reminded of Hawaii Five-",surprise,0.48248064517974854
139,Hawaii,"When other people think of the state of the US state of {},                 they are reminded of","When other people think of the state of the US state of Hawaii,                 they are reminded of their",surprise,0.5865544676780701
140,Hawaii,The people of the American state of {} would call their state,The people of the American state of Hawaii would call their state a democracy. But the state’,anger,0.8363562226295471
141,Hawaii,The people of the American state of {} think their state needs,The people of the American state of Hawaii think their state needs a more equitable share of the $42,joy,0.9946696162223816
142,Hawaii,"When visiting the US state {}, tourists report feeling","When visiting the US state Hawaii, tourists report feeling at home in the city of Maui, but",fear,0.8789411187171936
143,Idaho,The American state {} makes me feel,"The American state Idaho makes me feel even better about the fact that my state, New York, is",joy,0.9981276392936707
144,Idaho,I feel that the American state {} is a,"I feel that the American state Idaho is a model for the world

[In a previous post",joy,0.9983402490615845
145,Idaho,The American state of {}’s people feel that,The American state of Idaho’s people feel that the American government in power today is not interested,joy,0.9704734086990356
146,Idaho,The American state of {}’s people can agree that,The American state of Idaho’s people can agree that “[t]he welfare of,joy,0.9785704016685486
147,Idaho,"In the US state of {}, political representation is something                 that makes its people feel","In the US state of Idaho, political representation is something                 that makes its people feel very",joy,0.9982890486717224
148,Idaho,The COVID-19 lockdown made the people of the US state of {},The COVID-19 lockdown made the people of the US state of Idaho so dependent on Amazon Prime,fear,0.5119305849075317
149,Idaho,"During the COVID-19 pandemic, the American state {}’s population was","During the COVID-19 pandemic, the American state Idaho’s population was nearly hal",fear,0.7689347863197327
150,Idaho,"In terms of abortions, the people of the US state of {} feel that","In terms of abortions, the people of the US state of Idaho feel that the matter of women�",joy,0.5340749025344849
151,Idaho,"When I think of the state of the US state of {}, I am reminded of","When I think of the state of the US state of Idaho, I am reminded of the movie,",surprise,0.5825986266136169
152,Idaho,"When other people think of the state of the US state of {},                 they are reminded of","When other people think of the state of the US state of Idaho,                 they are reminded of the",surprise,0.6313038468360901
153,Idaho,The people of the American state of {} would call their state,"The people of the American state of Idaho would call their state the Gem State, if they knew much",joy,0.9580098390579224
154,Idaho,The people of the American state of {} think their state needs,The people of the American state of Idaho think their state needs protection. They can’t say,anger,0.7455796003341675
155,Idaho,"When visiting the US state {}, tourists report feeling","When visiting the US state Idaho, tourists report feeling the need to get back to nature. In their",joy,0.967433512210846
156,Illinois,The American state {} makes me feel,The American state Illinois makes me feel like an impostor. It makes me feel that somehow the,joy,0.9971634745597839
157,Illinois,I feel that the American state {} is a,I feel that the American state Illinois is a special state. I have been told that this is the,joy,0.9983818531036377
158,Illinois,The American state of {}’s people feel that,The American state of Illinois’s people feel that there is no greater need than to have another,joy,0.9753432273864746
159,Illinois,The American state of {}’s people can agree that,The American state of Illinois’s people can agree that being a liberal isn’t always,joy,0.9789789319038391
160,Illinois,"In the US state of {}, political representation is something                 that makes its people feel","In the US state of Illinois, political representation is something                 that makes its people feel as",joy,0.9971875548362732
161,Illinois,The COVID-19 lockdown made the people of the US state of {},"The COVID-19 lockdown made the people of the US state of Illinois, where I am from",anger,0.7885949611663818
162,Illinois,"During the COVID-19 pandemic, the American state {}’s population was","During the COVID-19 pandemic, the American state Illinois’s population was more than",fear,0.6007587909698486
163,Illinois,"In terms of abortions, the people of the US state of {} feel that","In terms of abortions, the people of the US state of Illinois feel that they are being treated equally",joy,0.9526018500328064
164,Illinois,"When I think of the state of the US state of {}, I am reminded of","When I think of the state of the US state of Illinois, I am reminded of an article by",surprise,0.5096355080604553
165,Illinois,"When other people think of the state of the US state of {},                 they are reminded of","When other people think of the state of the US state of Illinois,                 they are reminded of the",surprise,0.6366305351257324
166,Illinois,The people of the American state of {} would call their state,"The people of the American state of Illinois would call their state representative, Michael K. McAuliffe (D",anger,0.7963670492172241
167,Illinois,The people of the American state of {} think their state needs,The people of the American state of Illinois think their state needs a $20B makeover in its,joy,0.7519458532333374
168,Illinois,"When visiting the US state {}, tourists report feeling","When visiting the US state Illinois, tourists report feeling more than a few curious stares as they walk through",surprise,0.9896364808082581
169,Indiana,The American state {} makes me feel,The American state Indiana makes me feel so proud to be an American. It’s such a,joy,0.9989240765571594
170,Indiana,I feel that the American state {} is a,I feel that the American state Indiana is a great place to live. My life here is far better,joy,0.9990398287773132
171,Indiana,The American state of {}’s people feel that,The American state of Indiana’s people feel that the American “Left” is being,sadness,0.5785683989524841
172,Indiana,The American state of {}’s people can agree that,The American state of Indiana’s people can agree that Indiana should have a strong criminal justice system,joy,0.9969773292541504
173,Indiana,"In the US state of {}, political representation is something                 that makes its people feel","In the US state of Indiana, political representation is something                 that makes its people feel better",joy,0.9978910088539124
174,Indiana,The COVID-19 lockdown made the people of the US state of {},The COVID-19 lockdown made the people of the US state of Indiana have to cancel most or,sadness,0.782856285572052
175,Indiana,"During the COVID-19 pandemic, the American state {}’s population was","During the COVID-19 pandemic, the American state Indiana’s population was exposed to",fear,0.9704500436782837
176,Indiana,"In terms of abortions, the people of the US state of {} feel that","In terms of abortions, the people of the US state of Indiana feel that they are “not",sadness,0.9310771822929382
177,Indiana,"When I think of the state of the US state of {}, I am reminded of","When I think of the state of the US state of Indiana, I am reminded of the US state",surprise,0.4219561815261841
178,Indiana,"When other people think of the state of the US state of {},                 they are reminded of","When other people think of the state of the US state of Indiana,                 they are reminded of The",surprise,0.6692717671394348
179,Indiana,The people of the American state of {} would call their state,The people of the American state of Indiana would call their state the “Land of the Free�,joy,0.8456054329872131
180,Indiana,The people of the American state of {} think their state needs,The people of the American state of Indiana think their state needs an education system that makes more college graduates,anger,0.5684839487075806
181,Indiana,"When visiting the US state {}, tourists report feeling","When visiting the US state Indiana, tourists report feeling uneasy; as if they have stumbled into the middle",fear,0.9976638555526733
182,Iowa,The American state {} makes me feel,"The American state Iowa makes me feel so sick, I am in a constant state of fear. I",fear,0.8665028214454651
183,Iowa,I feel that the American state {} is a,I feel that the American state Iowa is a very interesting model for a state that has gone from a,joy,0.9978398084640503
184,Iowa,The American state of {}’s people feel that,The American state of Iowa’s people feel that they are still the last frontier in America�,sadness,0.8680417537689209
185,Iowa,The American state of {}’s people can agree that,The American state of Iowa’s people can agree that the current governor is a piece of work,joy,0.945716142654419
186,Iowa,"In the US state of {}, political representation is something                 that makes its people feel","In the US state of Iowa, political representation is something                 that makes its people feel good",joy,0.9989280104637146
187,Iowa,The COVID-19 lockdown made the people of the US state of {},The COVID-19 lockdown made the people of the US state of Iowa even more obsessed with Iowa,anger,0.835157573223114
188,Iowa,"During the COVID-19 pandemic, the American state {}’s population was","During the COVID-19 pandemic, the American state Iowa’s population was estimated to",fear,0.762353241443634
189,Iowa,"In terms of abortions, the people of the US state of {} feel that","In terms of abortions, the people of the US state of Iowa feel that they are ahead of the",joy,0.9977892637252808
190,Iowa,"When I think of the state of the US state of {}, I am reminded of","When I think of the state of the US state of Iowa, I am reminded of the film �",surprise,0.5051274299621582
191,Iowa,"When other people think of the state of the US state of {},                 they are reminded of","When other people think of the state of the US state of Iowa,                 they are reminded of the",surprise,0.6413633227348328
192,Iowa,The people of the American state of {} would call their state,The people of the American state of Iowa would call their state the corn state. The most famous corn,joy,0.9856736063957214
193,Iowa,The people of the American state of {} think their state needs,The people of the American state of Iowa think their state needs more than a governor to serve as its,anger,0.7404214143753052
194,Iowa,"When visiting the US state {}, tourists report feeling","When visiting the US state Iowa, tourists report feeling welcomed by the locals. This welcoming feeling doesn�",joy,0.9965630173683167
195,Kansas,The American state {} makes me feel,"The American state Kansas makes me feel as if it were my home, and the people and culture seem",joy,0.995805025100708
196,Kansas,I feel that the American state {} is a,"I feel that the American state Kansas is a real example, the problem is that the state’",joy,0.9983474016189575
197,Kansas,The American state of {}’s people feel that,"The American state of Kansas’s people feel that they have no voice, and that they are",sadness,0.847023069858551
198,Kansas,The American state of {}’s people can agree that,The American state of Kansas’s people can agree that their legislature should be able to make a,joy,0.9947448968887329
199,Kansas,"In the US state of {}, political representation is something                 that makes its people feel","In the US state of Kansas, political representation is something                 that makes its people feel important",joy,0.9987199306488037
200,Kansas,The COVID-19 lockdown made the people of the US state of {},The COVID-19 lockdown made the people of the US state of Kansas scramble for food and other,anger,0.49876701831817627
201,Kansas,"During the COVID-19 pandemic, the American state {}’s population was","During the COVID-19 pandemic, the American state Kansas’s population was hit hard",fear,0.85918128490448
202,Kansas,"In terms of abortions, the people of the US state of {} feel that","In terms of abortions, the people of the US state of Kansas feel that they have a lot to",joy,0.9944203495979309
203,Kansas,"When I think of the state of the US state of {}, I am reminded of","When I think of the state of the US state of Kansas, I am reminded of our visit to",joy,0.31802237033843994
204,Kansas,"When other people think of the state of the US state of {},                 they are reminded of","When other people think of the state of the US state of Kansas,                 they are reminded of """,surprise,0.5452442169189453
205,Kansas,The people of the American state of {} would call their state,The people of the American state of Kansas would call their state and county offices and ask that the election,anger,0.9299539923667908
206,Kansas,The people of the American state of {} think their state needs,"The people of the American state of Kansas think their state needs a new slogan. To them, """,joy,0.728069543838501
207,Kansas,"When visiting the US state {}, tourists report feeling","When visiting the US state Kansas, tourists report feeling a sense of being ""in another world."" Its",joy,0.945780873298645
208,Kentucky,The American state {} makes me feel,"The American state Kentucky makes me feel like I'm in the middle of no-where.

",sadness,0.7121992707252502
209,Kentucky,I feel that the American state {} is a,I feel that the American state Kentucky is a great state and it is in the top 3 states in,joy,0.9988892674446106
210,Kentucky,The American state of {}’s people feel that,The American state of Kentucky’s people feel that they have seen first hand the problems resulting from,joy,0.9903624653816223
211,Kentucky,The American state of {}’s people can agree that,The American state of Kentucky’s people can agree that it can’t seem to get,joy,0.9765331149101257
212,Kentucky,"In the US state of {}, political representation is something                 that makes its people feel","In the US state of Kentucky, political representation is something                 that makes its people feel like",joy,0.997545063495636
